name,nickname,f_name,l_name,wins,loses,ties,height,weight,reach,stance,dob,age,slpm,str_ac,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Caio Bittencourt,Leao,Caio,Bittencourt,14,7,0,72,185,75,Orthodox,"May 22, 1991",30,0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0
Chris Birchler,The Big Buck,Chris,Birchler,7,4,0,75,205,N/A,Switch,"Jun 05, 1987",34,9.35,0.46,14.83,0.35,0.0,0.0,0.0,0.0
Amaury Bitetti,,Amaury,Bitetti,5,2,0,69,185,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Black,The Black Legion,Jason,Black,23,4,1,68,155,N/A,Orthodox,"Jul 15, 1972",49,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
David Bielkheden,,David,Bielkheden,24,12,0,70,155,71,Orthodox,"Jun 06, 1979",42,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
Scott Bills,,Scott,Bills,7,9,1,70,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Blachowicz,,Jan,Blachowicz,28,9,0,74,205,78,Orthodox,"Feb 24, 1983",39,3.59,0.49,2.79,0.53,1.14,0.53,0.65,0.2
Michael Bisping,The Count,Michael,Bisping,30,9,0,73,185,75,Orthodox,"Feb 28, 1979",43,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Jonas Bilharinho,,Jonas,Bilharinho,9,1,1,71,145,75,Switch,"May 22, 1990",31,3.71,0.6,3.36,0.57,0.0,0.0,1.0,0.0
Jeremiah Billington,,Jeremiah,Billington,11,2,0,69,205,N/A,Orthodox,"Nov 14, 1977",44,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0
Anthony Birchak,El Toro,Anthony,Birchak,16,8,0,68,135,69,Orthodox,"May 16, 1986",35,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
KB Bhullar,The Bengal,KB,Bhullar,8,2,0,76,185,78,Switch,"Oct 12, 1991",30,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
Khadzhi Bestaev,Best,Khadzhi,Bestaev,10,4,0,78,185,76,N/A,"Jul 16, 1988",33,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0
Arjan Bhullar,,Arjan,Bhullar,9,1,0,73,245,75,Orthodox,"May 13, 1986",35,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
Scott Bessac,,Scott,Bessac,4,6,0,76,245,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Berzin,The Body Snatcher,Anton,Berzin,5,1,0,74,205,N/A,Orthodox,"Sep 29, 1989",32,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
Fernando Bettega,,Fernando,Bettega,7,5,0,N/A,170,N/A,N/A,"Mar 10, 1980",42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bibulatov Magomed,Chaborz,Bibulatov,Magomed,14,2,0,65,125,65,Orthodox,"Aug 22, 1988",33,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
Allen Berube,Monstah Lobstah,Allen,Berube,4,3,0,68,155,N/A,Orthodox,"Aug 25, 1974",47,0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4
Edson Berto,Little Tiger,Edson,Berto,17,12,1,66,155,N/A,Orthodox,"Jul 05, 1983",38,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7
Dieusel Berto,,Dieusel,Berto,0,3,0,69,200,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Bessette,The Mangler,Matt,Bessette,22,9,0,70,145,70,Orthodox,"Dec 28, 1984",37,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Talita Bernardo,,Talita,Bernardo,6,4,0,64,135,68,Orthodox,"Mar 04, 1987",35,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
Keith Berry,,Keith,Berry,15,14,1,73,185,N/A,N/A,"Oct 25, 1987",34,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0
Bret Bergmark,The Angry Hick,Bret,Bergmark,6,1,1,69,170,N/A,N/A,"Nov 24, 1973",48,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2
Dennis Bermudez,The Menace,Dennis,Bermudez,17,9,0,66,155,66,Orthodox,"Dec 13, 1986",35,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
Keith Berish,Sha Bang Bang,Keith,Berish,5,1,0,72,205,N/A,Orthodox,"Nov 14, 1985",36,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
Ryan Benoit,Baby Face,Ryan,Benoit,10,8,0,65,125,68,Orthodox,"Aug 25, 1989",32,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
Steve Berger,The Red Nosed Pitbull,Steve,Berger,21,23,2,71,170,N/A,Orthodox,"May 20, 1973",48,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Dave Berry,,Dave,Berry,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Bermudez,The Bermudez Triangle,Manny,Bermudez,14,2,0,70,145,71,Orthodox,"Jul 16, 1994",27,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
DeAnna Bennett,The Argentine Assassin,DeAnna,Bennett,8,3,1,64,125,68,Orthodox,"Nov 18, 1984",37,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
Lance Benoist,,Lance,Benoist,7,2,0,71,170,72,Southpaw,"Aug 26, 1988",33,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
Kenneth Bergh,,Kenneth,Bergh,8,0,0,74,205,74,Orthodox,"Jun 26, 1989",32,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0
Josh Bennett,,Josh,Bennett,11,14,0,76,259,N/A,Orthodox,N/A,N/A,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0
Len Bentley,,Len,Bentley,10,6,0,69,155,N/A,N/A,"Nov 30, 1982",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Benoit,,Joe,Benoit,11,4,0,69,170,N/A,Orthodox,"Mar 12, 1982",40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pat Benson,,Pat,Benson,3,5,3,69,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karla Benitez,,Karla,Benitez,14,11,1,63,113,N/A,N/A,N/A,N/A,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
Charles Bennett,Krazy Horse,Charles,Bennett,30,33,2,68,155,N/A,Orthodox,"Nov 23, 1979",42,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0
Mike Bencic,Batman,Mike,Bencic,1,2,0,72,215,N/A,Orthodox,N/A,N/A,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0
Joey Beltran,The Mexicutioner,Joey,Beltran,17,14,0,73,185,75,Orthodox,"Dec 08, 1981",40,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
Joseph Benavidez,,Joseph,Benavidez,28,8,0,64,125,65,Southpaw,"Jul 31, 1984",37,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Marco Beltran,Psycho,Marco,Beltran,8,6,0,68,125,69,Orthodox,"May 18, 1986",35,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
Danilo Belluardo,Caterpillar,Danilo,Belluardo,12,5,0,72,155,74,Southpaw,"Jul 21, 1994",27,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0
Dave Beneteau,Dangerous,Dave,Beneteau,6,5,1,74,250,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Benitez,Moggly,Gabriel,Benitez,22,11,0,68,145,71,Southpaw,"Jun 15, 1988",33,4.6,0.4,3.98,0.65,0.14,0.5,0.58,1.1
Alan Belcher,The Talent,Alan,Belcher,18,8,0,74,185,75,Orthodox,"Apr 24, 1984",38,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
Diana Belbita,The Warrior Princess,Diana,Belbita,14,7,0,67,115,68,Orthodox,"Jun 26, 1996",25,6.43,0.42,6.18,0.5,0.63,0.5,0.68,0.0
Lyle Beerbohm,Fancy Pants,Lyle,Beerbohm,24,3,0,70,155,N/A,Southpaw,"Feb 05, 1979",43,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
Johnny Bedford,Brutal,Johnny,Bedford,21,13,1,70,135,71,Orthodox,"Jan 06, 1983",39,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0
Vitor Belfort,The Phenom,Vitor,Belfort,26,14,0,72,185,74,Southpaw,"Apr 01, 1977",45,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
Mirsad Bektic,,Mirsad,Bektic,13,4,0,68,145,70,Orthodox,"Feb 16, 1991",31,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Jeff Bedard,Little Popeye,Jeff,Bedard,13,3,0,66,145,N/A,Orthodox,"Feb 06, 1970",52,0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6
Chase Beebe,,Chase,Beebe,24,13,1,67,135,67,Orthodox,"Mar 29, 1985",37,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
Salvador Becerra,,Salvador,Becerra,5,2,0,69,155,N/A,N/A,N/A,N/A,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
Eric Bedard,Lucky Strikes,Eric,Bedard,6,7,0,74,239,N/A,N/A,"Sep 11, 1984",37,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0
Rudy Bears,,Rudy,Bears,16,15,0,71,170,N/A,Southpaw,N/A,N/A,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0
Mario Bautista,,Mario,Bautista,9,2,0,69,135,69,Switch,"Jul 01, 1993",28,5.42,0.48,4.13,0.56,1.63,0.55,0.66,0.0
Ariel Beck,,Ariel,Beck,4,5,0,66,125,66,Southpaw,"Sep 16, 1990",31,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
Chris Beal,Real Deal,Chris,Beal,10,5,0,67,125,69,Orthodox,"Aug 06, 1985",36,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Michel Batista,,Michel,Batista,4,1,0,75,260,N/A,Orthodox,"Apr 20, 1984",38,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0
Shayna Baszler,The Queen of Spades,Shayna,Baszler,15,11,0,67,135,N/A,Orthodox,"Aug 08, 1980",41,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Ryan Bastianelli,Relentless,Ryan,Bastianelli,6,7,0,65,135,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Bassett,,Sean,Bassett,0,4,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Bass,Bigfish,Stephen,Bass,11,2,0,69,145,N/A,Orthodox,"Nov 14, 1982",39,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0
Enrique Barzola,El Fuerte,Enrique,Barzola,17,5,2,67,145,70,Orthodox,"Apr 28, 1989",32,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Pat Barry,HD,Pat,Barry,8,7,0,71,235,74,Orthodox,"Jul 07, 1979",42,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
Bryan Battle,Pooh Bear,Bryan,Battle,8,1,0,73,185,77,Orthodox,"Sep 21, 1994",27,7.1,0.56,4.58,0.4,1.35,0.22,0.55,0.7
Francimar Barroso,Bodao,Francimar,Barroso,19,7,0,73,205,75,Orthodox,"Feb 28, 1980",42,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
Ricardo Barros,,Ricardo,Barros,2,2,0,73,205,N/A,N/A,"Mar 22, 1976",46,0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0
Alan Baudot,The Black Samourai,Alan,Baudot,8,3,0,75,243,79,Orthodox,"Feb 01, 1988",34,5.12,0.56,4.68,0.49,0.0,0.0,0.75,0.0
David Barrios,,David,Barrios,4,8,0,66,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javid Basharat,The Snow Leopard,Javid,Basharat,12,0,0,69,135,69,Orthodox,"Sep 07, 1995",26,5.45,0.58,2.53,0.64,1.54,0.6,1.0,0.5
Peter Barrett,Slippery,Peter,Barrett,11,5,0,70,145,73,Southpaw,"Aug 10, 1986",35,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0
Marc-Andre Barriault,Powerbar,Marc-Andre,Barriault,14,5,0,73,185,74,Orthodox,"Feb 18, 1990",32,5.79,0.46,5.04,0.55,0.34,0.25,0.68,0.2
Jose Barreto,,Jose,Barreto,0,1,0,N/A,185,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Barros,Baixinho,Alexandre,Barros,22,11,0,69,170,N/A,Southpaw,"Nov 19, 1976",45,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0
Carlos Barreto,,Carlos,Barreto,14,9,0,76,230,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Barrera,The Fireman,Dan,Barrera,3,1,0,69,170,N/A,Orthodox,"Dec 23, 1980",41,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0
Dean Barry,The Sniper,Dean,Barry,4,2,0,70,170,72,Orthodox,"Jul 03, 1992",29,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0
David Baron,,David,Baron,17,4,1,66,155,N/A,Switch,"Feb 15, 1973",49,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
Chris Barnett,Beastboy,Chris,Barnett,22,8,0,69,265,75,Orthodox,"Jun 14, 1986",35,3.6,0.45,5.59,0.37,0.0,0.0,0.0,0.0
Phil Baroni,The New York Bad Ass,Phil,Baroni,15,18,0,69,170,72,Orthodox,"Apr 16, 1976",46,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
Chris Barnhizer,,Chris,Barnhizer,2,3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shonte Barnes,Shyne,Shonte,Barnes,6,2,1,71,185,76,Southpaw,"Feb 09, 1987",35,2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0
James Barnes,Mooka,James,Barnes,14,5,0,68,135,71,Orthodox,"May 28, 1982",39,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0
Luke Barnatt,The Bigslow,Luke,Barnatt,13,4,0,78,185,77,Orthodox,"Apr 13, 1988",34,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
Josh Barnett,The Warmaster,Josh,Barnett,35,8,0,75,250,78,Orthodox,"Nov 10, 1977",44,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
Nick Barnes,,Nick,Barnes,11,2,0,71,170,N/A,N/A,N/A,N/A,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4
Daniel Barez,,Daniel,Barez,12,5,0,66,125,66,Orthodox,"Dec 10, 1988",33,3.47,0.5,5.13,0.53,5.0,0.31,1.0,2.0
Raoni Barcelos,,Raoni,Barcelos,16,3,0,67,135,67,Orthodox,"May 01, 1987",34,5.98,0.51,5.64,0.61,1.66,0.43,0.92,0.5
Edson Barboza,Junior,Edson,Barboza,22,11,0,71,145,75,Orthodox,"Jan 21, 1986",36,3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1
Bryan Barberena,Bam Bam,Bryan,Barberena,17,8,0,72,170,72,Southpaw,"May 03, 1989",32,5.61,0.49,4.83,0.45,0.17,0.25,0.55,0.3
Junior Barata,,Junior,Barata,9,3,1,70,170,N/A,Orthodox,"Jan 25, 1982",40,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
Antonio Banuelos,,Antonio,Banuelos,20,11,1,65,135,63,Orthodox,"Sep 23, 1979",42,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
Tae Hyun Bang,Supernatural,Tae,Hyun,18,10,0,69,155,71,Switch,"Apr 15, 1983",39,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
Yohan Banks,,Yohan,Banks,2,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto Bandenay,,Humberto,Bandenay,14,7,0,71,145,71,Southpaw,"Sep 04, 1994",27,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5
Renan Barao,The Baron,Renan,Barao,34,9,0,66,145,70,Orthodox,"Jan 31, 1987",35,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
Stephen Banaszak,,Stephen,Banaszak,5,5,0,72,145,N/A,N/A,"Dec 07, 1990",31,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9
Scott Baker,,Scott,Baker,1,1,0,72,210,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jin Bala,,Jin,Bala,20,1,0,69,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Bandel,Bomba,Marcin,Bandel,15,7,0,70,155,N/A,Orthodox,"Oct 10, 1989",32,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0
Maycee Barber,The Future,Maycee,Barber,10,2,0,65,125,65,Switch,"May 18, 1998",23,4.45,0.51,2.69,0.54,1.3,0.32,0.62,0.2
Bryan Baker,The Beast,Bryan,Baker,18,5,0,75,185,N/A,Orthodox,"Oct 13, 1985",36,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9
Jordan Bailey,,Jordan,Bailey,6,3,0,69,145,N/A,N/A,N/A,N/A,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3
Melsik Baghdasaryan,The Gun,Melsik,Baghdasaryan,7,1,0,69,145,70,Southpaw,"Jan 28, 1992",30,6.0,0.62,3.48,0.53,0.0,0.0,0.76,0.0
Siyar Bahadurzada,The Great,Siyar,Bahadurzada,24,8,1,71,170,73,Orthodox,"Apr 17, 1984",38,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3
Miguel Baeza,Caramel Thunder,Miguel,Baeza,10,3,0,74,170,74,Orthodox,"Aug 23, 1992",29,4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8
Oluwale Bamgbose,Holy War Angel,Oluwale,Bamgbose,6,4,0,71,185,78,Switch,"Aug 04, 1987",34,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0
Ali Bagautinov,Puncher,Ali,Bagautinov,15,6,0,64,125,65,Orthodox,"Jun 10, 1985",36,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
Shamar Bailey,,Shamar,Bailey,16,11,0,69,155,75,Southpaw,"Sep 22, 1982",39,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
Izabela Badurek,,Izabela,Badurek,6,3,0,65,115,N/A,Orthodox,"Jul 11, 1991",30,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
Ryan Bader,Darth,Ryan,Bader,23,5,0,74,205,74,Orthodox,"Jun 07, 1983",38,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Ignacio Bahamondes,La Jaula,Ignacio,Bahamondes,13,4,0,75,155,75,Orthodox,"Aug 27, 1997",24,8.33,0.47,5.03,0.58,0.0,0.0,0.95,0.6
Seth Baczynski,The Polish Pistola,Seth,Baczynski,20,14,0,75,170,75,Orthodox,"Oct 26, 1981",40,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Ion Cutelaba,The Hulk,Ion,Cutelaba,16,6,1,73,205,75,Southpaw,"Dec 14, 1993",28,4.91,0.42,3.43,0.47,4.39,0.6,0.79,0.0
Niklas Backstrom,,Niklas,Backstrom,11,3,0,73,145,N/A,Orthodox,"Aug 22, 1989",32,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
Mehdi Baghdad,The Sultan,Mehdi,Baghdad,11,5,0,73,155,N/A,Orthodox,"Apr 13, 1985",37,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0
Larry Cureton,,Larry,Cureton,0,2,0,74,240,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Curran,Big Frog,Jeff,Curran,36,18,1,66,135,69,Orthodox,"Sep 02, 1977",44,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
Chris Curtis,Action-Man,Chris,Curtis,28,8,0,70,185,75,Orthodox,"Jul 15, 1987",34,7.21,0.67,6.64,0.52,0.0,0.0,1.0,0.0
Kailin Curran,,Kailin,Curran,4,5,0,64,115,65,Orthodox,"Apr 11, 1991",31,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6
Alton Cunningham,The Bo-Man,Alton,Cunningham,4,2,0,74,205,77,Orthodox,"Jun 24, 1993",28,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0
Patrick Cummins,Durkin,Patrick,Cummins,10,7,0,74,205,76,Orthodox,"Nov 16, 1980",41,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1
Santo Curatolo,,Santo,Curatolo,6,2,0,63,125,62,Southpaw,"Jan 18, 1995",27,1.4,0.39,6.07,0.34,2.0,0.33,1.0,0.0
Luke Cummo,,Luke,Cummo,6,6,0,72,170,74,Orthodox,"Apr 27, 1980",41,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4
Zak Cummings,,Zak,Cummings,24,7,0,72,185,75,Southpaw,"Aug 02, 1984",37,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7
Everett Cummings,,Everett,Cummings,12,0,0,N/A,205,N/A,N/A,N/A,N/A,0.43,0.6,4.34,0.45,0.0,0.0,0.0,2.2
Hugo Cunha,Silverback,Hugo,Cunha,6,0,0,76,250,N/A,N/A,"Feb 04, 1993",29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pat Curran,Paddy Mike,Pat,Curran,22,7,0,69,145,N/A,N/A,"Aug 31, 1987",34,4.7,0.58,4.4,0.63,2.5,0.62,0.66,0.0
Chris Culley,,Chris,Culley,20,15,0,N/A,145,N/A,N/A,"Mar 25, 1986",36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominick Cruz,The Dominator,Dominick,Cruz,24,3,0,68,135,68,Orthodox,"Mar 09, 1985",37,3.82,0.33,2.56,0.71,2.88,0.43,0.83,0.1
Jay Cucciniello,,Jay,Cucciniello,8,1,0,67,155,N/A,Orthodox,"Jul 23, 1986",35,0.93,0.21,4.73,0.36,0.0,0.0,0.71,0.0
Josh Culibao,Kuya,Josh,Culibao,9,1,1,70,145,73,Orthodox,"May 24, 1994",27,2.92,0.43,3.05,0.54,0.0,0.0,0.86,0.4
Aalon Cruz,,Aalon,Cruz,8,4,0,72,145,78,Switch,"Sep 20, 1989",32,7.58,0.39,8.88,0.58,0.0,0.0,0.0,0.0
Marcio Cruz,Pe de Pano,Marcio,Cruz,8,3,0,76,232,N/A,Orthodox,"Apr 24, 1978",44,2.92,0.46,1.51,0.68,0.53,0.07,0.37,1.6
Daron Cruickshank,Detroit Superstar,Daron,Cruickshank,18,10,0,68,155,72,Switch,"Jun 11, 1985",36,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2
Allen Crowder,Pretty Boy,Allen,Crowder,10,4,0,75,245,76,Orthodox,"Nov 08, 1989",32,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2
Ken Cross,The Boss,Ken,Cross,11,3,0,72,155,72,Southpaw,"Oct 04, 1994",27,2.2,0.57,1.4,0.55,1.0,0.12,0.66,0.0
Jeff Crotty,,Jeff,Crotty,1,1,0,N/A,155,N/A,N/A,N/A,N/A,0.93,0.35,3.33,0.54,5.0,0.38,0.0,1.0
Abel Cullum,The Silent Assassin,Abel,Cullum,20,6,0,67,139,N/A,Orthodox,"Apr 21, 1987",35,1.82,0.4,1.23,0.46,4.01,0.52,0.0,2.8
Kevin Croom,Crash,Kevin,Croom,21,15,0,71,135,73,Orthodox,"Jul 15, 1987",34,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
Alexander Crispim,,Alexander,Crispim,8,6,0,N/A,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Crunkilton,Cleat,Richard,Crunkilton,19,4,0,67,155,N/A,Orthodox,"Nov 25, 1979",42,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3
Paul Creighton,,Paul,Creighton,3,1,0,66,155,N/A,Southpaw,"Jun 04, 1970",51,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
Jimmy Crute,,Jimmy,Crute,12,3,0,74,205,74,Orthodox,"Mar 04, 1996",26,4.33,0.56,2.76,0.5,4.87,0.75,0.6,2.0
Dan Cramer,,Dan,Cramer,11,4,0,74,170,N/A,Orthodox,"Oct 31, 1985",36,0.97,0.3,2.1,0.31,0.0,0.0,0.66,0.5
Tim Credeur,,Tim,Credeur,12,4,0,75,185,75,Orthodox,"Jul 09, 1977",44,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3
Andrew Craig,Highlight,Andrew,Craig,9,4,0,73,170,76,Orthodox,"Jan 15, 1986",36,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0
Paul Craig,Bearjew,Paul,Craig,16,4,1,75,205,76,Orthodox,"Nov 27, 1987",34,2.51,0.51,2.49,0.48,2.13,0.26,0.5,2.0
Nathan Coy,Soulforce,Nathan,Coy,15,7,0,70,170,69,Southpaw,"Jul 24, 1978",43,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0
Alex Crispin,,Alex,Crispin,0,1,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikk Covert,The Brick,Nikk,Covert,3,4,0,68,185,N/A,N/A,"Aug 04, 1969",52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Crane,,Alberto,Crane,15,5,0,65,155,N/A,Orthodox,"Jul 14, 1976",45,0.43,0.25,2.61,0.57,0.0,0.0,0.5,4.0
Ryan Couture,,Ryan,Couture,11,5,0,70,155,73,Orthodox,"Aug 27, 1982",39,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3
Colby Covington,Chaos,Colby,Covington,17,3,0,71,170,72,Orthodox,"Feb 22, 1988",34,4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2
Rashad Coulter,Daywalker,Rashad,Coulter,9,4,0,71,205,76,Orthodox,"Nov 27, 1981",40,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0
Dave Courchaine,,Dave,Courchaine,20,7,0,68,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Couture,The Natural,Randy,Couture,19,11,0,73,205,75,Orthodox,"Jun 22, 1963",58,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5
Kim Couture,Sugar Free,Kim,Couture,3,8,0,68,135,N/A,Orthodox,"Dec 18, 1975",46,12.12,0.8,2.31,0.69,0.0,0.0,0.0,0.0
JC Cottrell,,JC,Cottrell,17,5,0,69,155,N/A,Orthodox,"Nov 04, 1989",32,0.79,0.25,2.75,0.45,0.79,1.0,0.5,0.0
Oscar Cota,Elevation,Oscar,Cota,11,3,0,72,230,72,Orthodox,"Oct 15, 1984",37,0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0
